Response	Feature_ID	quantitative_sorting_score	visualization_score	baseline_score
Panobinostat	ENSG00000130985	18771.0	0.99454247	
Panobinostat	ENSG00000130988	18770.0	0.99448948	
Panobinostat	ENSG00000130997	18769.0	0.9944365	
Panobinostat	ENSG00000131013	18768.0	0.99438351	
Panobinostat	ENSG00000131015	18767.0	0.99433053	
Panobinostat	ENSG00000131016	18766.0	0.99427754	
Panobinostat	ENSG00000131100	18765.0	0.99422455	
Panobinostat	ENSG00000131116	18764.0	0.99417157	
Panobinostat	ENSG00000131435	18763.0	0.99411858	
Panobinostat	ENSG00000131126	18762.0	0.9940656	
Panobinostat	ENSG00000131351	18761.0	0.99401261	
Panobinostat	ENSG00000131355	18760.0	0.99395962	
Panobinostat	ENSG00000131368	18759.0	0.99390664	
Panobinostat	ENSG00000131370	18758.0	0.99385365	
Panobinostat	ENSG00000131373	18757.0	0.99380067	
Panobinostat	ENSG00000131374	18756.0	0.99374768	
Panobinostat	ENSG00000131375	18755.0	0.9936947	
Panobinostat	ENSG00000131378	18754.0	0.99364171	
Panobinostat	ENSG00000131379	18753.0	0.99358872	
Panobinostat	ENSG00000131389	18752.0	0.99353574	
Panobinostat	ENSG00000131398	18751.0	0.99348275	
Panobinostat	ENSG00000131400	18750.0	0.99342977	
Panobinostat	ENSG00000131401	18749.0	0.99337678	
Panobinostat	ENSG00000131408	18748.0	0.9933238	
Panobinostat	ENSG00000131409	18747.0	0.99327081	
Panobinostat	ENSG00000131323	18746.0	0.99321782	
Panobinostat	ENSG00000131269	18745.0	0.99316484	
Panobinostat	ENSG00000131264	18744.0	0.99311185	
Panobinostat	ENSG00000131183	18743.0	0.99305887	
Panobinostat	ENSG00000131142	18742.0	0.99300588	
Panobinostat	ENSG00000131143	18741.0	0.9929529	
Panobinostat	ENSG00000131153	18740.0	0.99289991	
Panobinostat	ENSG00000131165	18739.0	0.99284692	
Panobinostat	ENSG00000131171	18738.0	0.99279394	
Panobinostat	ENSG00000131174	18737.0	0.99274095	
Panobinostat	ENSG00000131187	18736.0	0.99268797	
Panobinostat	ENSG00000131263	18735.0	0.99263498	
Panobinostat	ENSG00000131188	18734.0	0.992582	
Panobinostat	ENSG00000131196	18733.0	0.99252901	
Panobinostat	ENSG00000131203	18732.0	0.99247602	
Panobinostat	ENSG00000131236	18731.0	0.99242304	
Panobinostat	ENSG00000131238	18730.0	0.99237005	
Panobinostat	ENSG00000131242	18729.0	0.99231707	
Panobinostat	ENSG00000132024	18728.0	0.99226408	
Panobinostat	ENSG00000132026	18727.0	0.9922111	
Panobinostat	ENSG00000132031	18726.0	0.99215811	
Panobinostat	ENSG00000132780	18725.0	0.99210512	
Panobinostat	ENSG00000132692	18724.0	0.99205214	
Panobinostat	ENSG00000132693	18723.0	0.99199915	
Panobinostat	ENSG00000132694	18722.0	0.99194617	
Panobinostat	ENSG00000132698	18721.0	0.99189318	
Panobinostat	ENSG00000132702	18720.0	0.99184019	
Panobinostat	ENSG00000132703	18719.0	0.99178721	
Panobinostat	ENSG00000132704	18718.0	0.99173422	
Panobinostat	ENSG00000132716	18717.0	0.99168124	
Panobinostat	ENSG00000132718	18716.0	0.99162825	
Panobinostat	ENSG00000132740	18715.0	0.99157527	
Panobinostat	ENSG00000132744	18714.0	0.99152228	
Panobinostat	ENSG00000132746	18713.0	0.99146929	
Panobinostat	ENSG00000132749	18712.0	0.99141631	
Panobinostat	ENSG00000132763	18711.0	0.99136332	
Panobinostat	ENSG00000132768	18710.0	0.99131034	
Panobinostat	ENSG00000132688	18709.0	0.99125735	
Panobinostat	ENSG00000132681	18708.0	0.99120437	
Panobinostat	ENSG00000132680	18707.0	0.99115138	
Panobinostat	ENSG00000132640	18706.0	0.99109839	
Panobinostat	ENSG00000132603	18705.0	0.99104541	
Panobinostat	ENSG00000132604	18704.0	0.99099242	
Panobinostat	ENSG00000132612	18703.0	0.99093944	
Panobinostat	ENSG00000132613	18702.0	0.99088645	
Panobinostat	ENSG00000132622	18701.0	0.99083347	
Panobinostat	ENSG00000132639	18700.0	0.99078048	
Panobinostat	ENSG00000132646	18699.0	0.99072749	
Panobinostat	ENSG00000132677	18698.0	0.99067451	
Panobinostat	ENSG00000132661	18697.0	0.99062152	
Panobinostat	ENSG00000132664	18696.0	0.99056854	
Panobinostat	ENSG00000132669	18695.0	0.99051555	
Panobinostat	ENSG00000132670	18694.0	0.99046257	
Panobinostat	ENSG00000132671	18693.0	0.99040958	
Panobinostat	ENSG00000132676	18692.0	0.99035659	
Panobinostat	ENSG00000132773	18691.0	0.99030361	
Panobinostat	ENSG00000132781	18690.0	0.99025062	
Panobinostat	ENSG00000132109	18689.0	0.99019764	
Panobinostat	ENSG00000132792	18688.0	0.99014465	
Panobinostat	ENSG00000132912	18687.0	0.99009167	
Panobinostat	ENSG00000132915	18686.0	0.99003868	
Panobinostat	ENSG00000132932	18685.0	0.98998569	
Panobinostat	ENSG00000132938	18684.0	0.98993271	
Panobinostat	ENSG00000132950	18683.0	0.98987972	
Panobinostat	ENSG00000132952	18682.0	0.98982674	
Panobinostat	ENSG00000132953	18681.0	0.98977375	
Panobinostat	ENSG00000132963	18680.0	0.98972077	
Panobinostat	ENSG00000132964	18679.0	0.98966778	
Panobinostat	ENSG00000132965	18678.0	0.98961479	
Panobinostat	ENSG00000132970	18677.0	0.98956181	
Panobinostat	ENSG00000132972	18676.0	0.98950882	
Panobinostat	ENSG00000132975	18675.0	0.98945584	
Panobinostat	ENSG00000133019	18674.0	0.98940285	
Panobinostat	ENSG00000133020	18673.0	0.98934986	
Panobinostat	ENSG00000132911	18672.0	0.98929688	
Panobinostat	ENSG00000132906	18671.0	0.98924389	
Panobinostat	ENSG00000132881	18670.0	0.98919091	
Panobinostat	ENSG00000132837	18669.0	0.98913792	
Panobinostat	ENSG00000132793	18668.0	0.98908494	
Panobinostat	ENSG00000132801	18667.0	0.98903195	
Panobinostat	ENSG00000132819	18666.0	0.98897896	
Panobinostat	ENSG00000132821	18665.0	0.98892598	
Panobinostat	ENSG00000132824	18664.0	0.98887299	
Panobinostat	ENSG00000132825	18663.0	0.98882001	
Panobinostat	ENSG00000132840	18662.0	0.98876702	
Panobinostat	ENSG00000132879	18661.0	0.98871404	
Panobinostat	ENSG00000132846	18660.0	0.98866105	
Panobinostat	ENSG00000132849	18659.0	0.98860806	
Panobinostat	ENSG00000132854	18658.0	0.98855508	
Panobinostat	ENSG00000132855	18657.0	0.98850209	
Panobinostat	ENSG00000132872	18656.0	0.98844911	
Panobinostat	ENSG00000132874	18655.0	0.98839612	
Panobinostat	ENSG00000132600	18654.0	0.98834314	
Panobinostat	ENSG00000132591	18653.0	0.98829015	
Panobinostat	ENSG00000132589	18652.0	0.98823716	
Panobinostat	ENSG00000132581	18651.0	0.98818418	
Panobinostat	ENSG00000132300	18650.0	0.98813119	
Panobinostat	ENSG00000132305	18649.0	0.98807821	
Panobinostat	ENSG00000132313	18648.0	0.98802522	
Panobinostat	ENSG00000132321	18647.0	0.98797224	
Panobinostat	ENSG00000132323	18646.0	0.98791925	
Panobinostat	ENSG00000132326	18645.0	0.98786626	
Panobinostat	ENSG00000132329	18644.0	0.98781328	
Panobinostat	ENSG00000132334	18643.0	0.98776029	
Panobinostat	ENSG00000132356	18642.0	0.98770731	
Panobinostat	ENSG00000132357	18641.0	0.98765432	
Panobinostat	ENSG00000132359	18640.0	0.98760134	
Panobinostat	ENSG00000132376	18639.0	0.98754835	
Panobinostat	ENSG00000132382	18638.0	0.98749536	
Panobinostat	ENSG00000132383	18637.0	0.98744238	
Panobinostat	ENSG00000132386	18636.0	0.98738939	
Panobinostat	ENSG00000132297	18635.0	0.98733641	
Panobinostat	ENSG00000132294	18634.0	0.98728342	
Panobinostat	ENSG00000132275	18633.0	0.98723044	
Panobinostat	ENSG00000132182	18632.0	0.98717745	
Panobinostat	ENSG00000132122	18631.0	0.98712446	
Panobinostat	ENSG00000132128	18630.0	0.98707148	
Panobinostat	ENSG00000132141	18629.0	0.98701849	
Panobinostat	ENSG00000132153	18628.0	0.98696551	
Panobinostat	ENSG00000132164	18627.0	0.98691252	
Panobinostat	ENSG00000132170	18626.0	0.98685953	
Panobinostat	ENSG00000132185	18625.0	0.98680655	
Panobinostat	ENSG00000132274	18624.0	0.98675356	
Panobinostat	ENSG00000132199	18623.0	0.98670058	
Panobinostat	ENSG00000132204	18622.0	0.98664759	
Panobinostat	ENSG00000132205	18621.0	0.98659461	
Panobinostat	ENSG00000132254	18620.0	0.98654162	
Panobinostat	ENSG00000132256	18619.0	0.98648863	
Panobinostat	ENSG00000132259	18618.0	0.98643565	
Panobinostat	ENSG00000132388	18617.0	0.98638266	
Panobinostat	ENSG00000132394	18616.0	0.98632968	
Panobinostat	ENSG00000132405	18615.0	0.98627669	
Panobinostat	ENSG00000132522	18614.0	0.98622371	
Panobinostat	ENSG00000132485	18613.0	0.98617072	
Panobinostat	ENSG00000132507	18612.0	0.98611773	
Panobinostat	ENSG00000132510	18611.0	0.98606475	
Panobinostat	ENSG00000132514	18610.0	0.98601176	
Panobinostat	ENSG00000132517	18609.0	0.98595878	
Panobinostat	ENSG00000132518	18608.0	0.98590579	
Panobinostat	ENSG00000132530	18607.0	0.98585281	
Panobinostat	ENSG00000132478	18606.0	0.98579982	
Panobinostat	ENSG00000132535	18605.0	0.98574683	
Panobinostat	ENSG00000132541	18604.0	0.98569385	
Panobinostat	ENSG00000132554	18603.0	0.98564086	
Panobinostat	ENSG00000132561	18602.0	0.98558788	
Panobinostat	ENSG00000132563	18601.0	0.98553489	
Panobinostat	ENSG00000132570	18600.0	0.98548191	
Panobinostat	ENSG00000132481	18599.0	0.98542892	
Panobinostat	ENSG00000132475	18598.0	0.98537593	
Panobinostat	ENSG00000132406	18597.0	0.98532295	
Panobinostat	ENSG00000132437	18596.0	0.98526996	
Panobinostat	ENSG00000132423	18595.0	0.98521698	
Panobinostat	ENSG00000132424	18594.0	0.98516399	
Panobinostat	ENSG00000132429	18593.0	0.98511101	
Panobinostat	ENSG00000132432	18592.0	0.98505802	
Panobinostat	ENSG00000132434	18591.0	0.98500503	
Panobinostat	ENSG00000132436	18590.0	0.98495205	
Panobinostat	ENSG00000132446	18589.0	0.98489906	
Panobinostat	ENSG00000132471	18588.0	0.98484608	
Panobinostat	ENSG00000132463	18587.0	0.98479309	
Panobinostat	ENSG00000132464	18586.0	0.9847401	
Panobinostat	ENSG00000132465	18585.0	0.98468712	
Panobinostat	ENSG00000132466	18584.0	0.98463413	
Panobinostat	ENSG00000132467	18583.0	0.98458115	
Panobinostat	ENSG00000132470	18582.0	0.98452816	
Panobinostat	ENSG00000130935	18581.0	0.98447518	
Panobinostat	ENSG00000130881	18580.0	0.98442219	
Panobinostat	ENSG00000133027	18579.0	0.9843692	
Panobinostat	ENSG00000129534	18578.0	0.98431622	
Panobinostat	ENSG00000129437	18577.0	0.98426323	
Panobinostat	ENSG00000129450	18576.0	0.98421025	
Panobinostat	ENSG00000129451	18575.0	0.98415726	
Panobinostat	ENSG00000129455	18574.0	0.98410428	
Panobinostat	ENSG00000129460	18573.0	0.98405129	
Panobinostat	ENSG00000129465	18572.0	0.9839983	
Panobinostat	ENSG00000129467	18571.0	0.98394532	
Panobinostat	ENSG00000129472	18570.0	0.98389233	
Panobinostat	ENSG00000129473	18569.0	0.98383935	
Panobinostat	ENSG00000129474	18568.0	0.98378636	
Panobinostat	ENSG00000129484	18567.0	0.98373338	
Panobinostat	ENSG00000129493	18566.0	0.98368039	
Panobinostat	ENSG00000129514	18565.0	0.9836274	
Panobinostat	ENSG00000129515	18564.0	0.98357442	
Panobinostat	ENSG00000129518	18563.0	0.98352143	
Panobinostat	ENSG00000129422	18562.0	0.98346845	
Panobinostat	ENSG00000129355	18561.0	0.98341546	
Panobinostat	ENSG00000129354	18560.0	0.98336248	
Panobinostat	ENSG00000129250	18559.0	0.98330949	
Panobinostat	ENSG00000129219	18558.0	0.9832565	
Panobinostat	ENSG00000129221	18557.0	0.98320352	
Panobinostat	ENSG00000129226	18556.0	0.98315053	
Panobinostat	ENSG00000129235	18555.0	0.98309755	
Panobinostat	ENSG00000129244	18554.0	0.98304456	
Panobinostat	ENSG00000129245	18553.0	0.98299158	
Panobinostat	ENSG00000129255	18552.0	0.98293859	
Panobinostat	ENSG00000129353	18551.0	0.9828856	
Panobinostat	ENSG00000129292	18550.0	0.98283262	
Panobinostat	ENSG00000129295	18549.0	0.98277963	
Panobinostat	ENSG00000129315	18548.0	0.98272665	
Panobinostat	ENSG00000129317	18547.0	0.98267366	
Panobinostat	ENSG00000129347	18546.0	0.98262068	
Panobinostat	ENSG00000129351	18545.0	0.98256769	
Panobinostat	ENSG00000129521	18544.0	0.9825147	
Panobinostat	ENSG00000129535	18543.0	0.98246172	
Panobinostat	ENSG00000129204	18542.0	0.98240873	
Panobinostat	ENSG00000129538	18541.0	0.98235575	
Panobinostat	ENSG00000129749	18540.0	0.98230276	
Panobinostat	ENSG00000129810	18539.0	0.98224977	
Panobinostat	ENSG00000129824	18538.0	0.98219679	
Panobinostat	ENSG00000129910	18537.0	0.9821438	
Panobinostat	ENSG00000129911	18536.0	0.98209082	
Panobinostat	ENSG00000129925	18535.0	0.98203783	
Panobinostat	ENSG00000129932	18534.0	0.98198485	
Panobinostat	ENSG00000129933	18533.0	0.98193186	
Panobinostat	ENSG00000129946	18532.0	0.98187887	
Panobinostat	ENSG00000129951	18531.0	0.98182589	
Panobinostat	ENSG00000129988	18530.0	0.9817729	
Panobinostat	ENSG00000129990	18529.0	0.98171992	
Panobinostat	ENSG00000129993	18528.0	0.98166693	
Panobinostat	ENSG00000130005	18527.0	0.98161395	
Panobinostat	ENSG00000130021	18526.0	0.98156096	
Panobinostat	ENSG00000129744	18525.0	0.98150797	
Panobinostat	ENSG00000129696	18524.0	0.98145499	
Panobinostat	ENSG00000129691	18523.0	0.981402	
Panobinostat	ENSG00000129636	18522.0	0.98134902	
Panobinostat	ENSG00000129559	18521.0	0.98129603	
Panobinostat	ENSG00000129562	18520.0	0.98124305	
Panobinostat	ENSG00000129566	18519.0	0.98119006	
Panobinostat	ENSG00000129595	18518.0	0.98113707	
Panobinostat	ENSG00000129596	18517.0	0.98108409	
Panobinostat	ENSG00000129625	18516.0	0.9810311	
Panobinostat	ENSG00000129646	18515.0	0.98097812	
Panobinostat	ENSG00000129682	18514.0	0.98092513	
Panobinostat	ENSG00000129654	18513.0	0.98087215	
Panobinostat	ENSG00000129657	18512.0	0.98081916	
Panobinostat	ENSG00000129667	18511.0	0.98076617	
Panobinostat	ENSG00000129673	18510.0	0.98071319	
Panobinostat	ENSG00000129675	18509.0	0.9806602	
Panobinostat	ENSG00000129680	18508.0	0.98060722	
Panobinostat	ENSG00000129214	18507.0	0.98055423	
Panobinostat	ENSG00000129197	18506.0	0.98050125	
Panobinostat	ENSG00000130876	18505.0	0.98044826	
Panobinostat	ENSG00000128815	18504.0	0.98039527	
Panobinostat	ENSG00000128645	18503.0	0.98034229	
Panobinostat	ENSG00000128652	18502.0	0.9802893	
Panobinostat	ENSG00000128654	18501.0	0.98023632	
Panobinostat	ENSG00000128655	18500.0	0.98018333	
Panobinostat	ENSG00000128656	18499.0	0.98013034	
Panobinostat	ENSG00000128683	18498.0	0.98007736	
Panobinostat	ENSG00000128694	18497.0	0.98002437	
Panobinostat	ENSG00000128699	18496.0	0.97997139	
Panobinostat	ENSG00000128708	18495.0	0.9799184	
Panobinostat	ENSG00000128709	18494.0	0.97986542	
Panobinostat	ENSG00000128713	18493.0	0.97981243	
Panobinostat	ENSG00000128714	18492.0	0.97975944	
Panobinostat	ENSG00000128731	18491.0	0.97970646	
Panobinostat	ENSG00000128789	18490.0	0.97965347	
Panobinostat	ENSG00000128791	18489.0	0.97960049	
Panobinostat	ENSG00000128641	18488.0	0.9795475	
Panobinostat	ENSG00000128626	18487.0	0.97949452	
Panobinostat	ENSG00000128617	18486.0	0.97944153	
Panobinostat	ENSG00000128591	18485.0	0.97938854	
Panobinostat	ENSG00000128536	18484.0	0.97933556	
Panobinostat	ENSG00000128564	18483.0	0.97928257	
Panobinostat	ENSG00000128567	18482.0	0.97922959	
Panobinostat	ENSG00000128573	18481.0	0.9791766	
Panobinostat	ENSG00000128585	18480.0	0.97912362	
Panobinostat	ENSG00000128590	18479.0	0.97907063	
Panobinostat	ENSG00000128594	18478.0	0.97901764	
Panobinostat	ENSG00000128609	18477.0	0.97896466	
Panobinostat	ENSG00000128595	18476.0	0.97891167	
Panobinostat	ENSG00000128596	18475.0	0.97885869	
Panobinostat	ENSG00000128602	18474.0	0.9788057	
Panobinostat	ENSG00000128604	18473.0	0.97875272	
Panobinostat	ENSG00000128606	18472.0	0.97869973	
Panobinostat	ENSG00000128607	18471.0	0.97864674	
Panobinostat	ENSG00000128805	18470.0	0.97859376	
Panobinostat	ENSG00000128829	18469.0	0.97854077	
Panobinostat	ENSG00000129195	18468.0	0.97848779	
Panobinostat	ENSG00000128833	18467.0	0.9784348	
Panobinostat	ENSG00000129038	18466.0	0.97838182	
Panobinostat	ENSG00000129055	18465.0	0.97832883	
Panobinostat	ENSG00000129071	18464.0	0.97827584	
Panobinostat	ENSG00000129083	18463.0	0.97822286	
Panobinostat	ENSG00000129103	18462.0	0.97816987	
Panobinostat	ENSG00000129116	18461.0	0.97811689	
Panobinostat	ENSG00000129128	18460.0	0.9780639	
Panobinostat	ENSG00000129151	18459.0	0.97801092	
Panobinostat	ENSG00000129152	18458.0	0.97795793	
Panobinostat	ENSG00000129158	18457.0	0.97790494	
Panobinostat	ENSG00000129159	18456.0	0.97785196	
Panobinostat	ENSG00000129167	18455.0	0.97779897	
Panobinostat	ENSG00000129173	18454.0	0.97774599	
Panobinostat	ENSG00000129187	18453.0	0.977693	
Panobinostat	ENSG00000129194	18452.0	0.97764001	
Panobinostat	ENSG00000129028	18451.0	0.97758703	
Panobinostat	ENSG00000129009	18450.0	0.97753404	
Panobinostat	ENSG00000129007	18449.0	0.97748106	
Panobinostat	ENSG00000128917	18448.0	0.97742807	
Panobinostat	ENSG00000128849	18447.0	0.97737509	
Panobinostat	ENSG00000128872	18446.0	0.9773221	
Panobinostat	ENSG00000128881	18445.0	0.97726911	
Panobinostat	ENSG00000128886	18444.0	0.97721613	
Panobinostat	ENSG00000128891	18443.0	0.97716314	
Panobinostat	ENSG00000128908	18442.0	0.97711016	
Panobinostat	ENSG00000128918	18441.0	0.97705717	
Panobinostat	ENSG00000129003	18440.0	0.97700419	
Panobinostat	ENSG00000128923	18439.0	0.9769512	
Panobinostat	ENSG00000128928	18438.0	0.97689821	
Panobinostat	ENSG00000128951	18437.0	0.97684523	
Panobinostat	ENSG00000128965	18436.0	0.97679224	
Panobinostat	ENSG00000128973	18435.0	0.97673926	
Panobinostat	ENSG00000128989	18434.0	0.97668627	
Panobinostat	ENSG00000130024	18433.0	0.97663329	
Panobinostat	ENSG00000130032	18432.0	0.9765803	
Panobinostat	ENSG00000130035	18431.0	0.97652731	
Panobinostat	ENSG00000130720	18430.0	0.97647433	
Panobinostat	ENSG00000130643	18429.0	0.97642134	
Panobinostat	ENSG00000130649	18428.0	0.97636836	
Panobinostat	ENSG00000130653	18427.0	0.97631537	
Panobinostat	ENSG00000130669	18426.0	0.97626239	
Panobinostat	ENSG00000130675	18425.0	0.9762094	
Panobinostat	ENSG00000130684	18424.0	0.97615641	
Panobinostat	ENSG00000130695	18423.0	0.97610343	
Panobinostat	ENSG00000130700	18422.0	0.97605044	
Panobinostat	ENSG00000130702	18421.0	0.97599746	
Panobinostat	ENSG00000130703	18420.0	0.97594447	
Panobinostat	ENSG00000130706	18419.0	0.97589149	
Panobinostat	ENSG00000130707	18418.0	0.9758385	
Panobinostat	ENSG00000130711	18417.0	0.97578551	
Panobinostat	ENSG00000130713	18416.0	0.97573253	
Panobinostat	ENSG00000130714	18415.0	0.97567954	
Panobinostat	ENSG00000130640	18414.0	0.97562656	
Panobinostat	ENSG00000130638	18413.0	0.97557357	
Panobinostat	ENSG00000130635	18412.0	0.97552058	
Panobinostat	ENSG00000130558	18411.0	0.9754676	
Panobinostat	ENSG00000130522	18410.0	0.97541461	
Panobinostat	ENSG00000130528	18409.0	0.97536163	
Panobinostat	ENSG00000130529	18408.0	0.97530864	
Panobinostat	ENSG00000130540	18407.0	0.97525566	
Panobinostat	ENSG00000130544	18406.0	0.97520267	
Panobinostat	ENSG00000130545	18405.0	0.97514968	
Panobinostat	ENSG00000130559	18404.0	0.9750967	
Panobinostat	ENSG00000130600	18403.0	0.97504371	
Panobinostat	ENSG00000130560	18402.0	0.97499073	
Panobinostat	ENSG00000130584	18401.0	0.97493774	
Panobinostat	ENSG00000130590	18400.0	0.97488476	
Panobinostat	ENSG00000130592	18399.0	0.97483177	
Panobinostat	ENSG00000130595	18398.0	0.97477878	
Panobinostat	ENSG00000130598	18397.0	0.9747258	
Panobinostat	ENSG00000130717	18396.0	0.97467281	
Panobinostat	ENSG00000130723	18395.0	0.97461983	
Panobinostat	ENSG00000130037	18394.0	0.97456684	
Panobinostat	ENSG00000130724	18393.0	0.97451386	
Panobinostat	ENSG00000130783	18392.0	0.97446087	
Panobinostat	ENSG00000130787	18391.0	0.97440788	
Panobinostat	ENSG00000130803	18390.0	0.9743549	
Panobinostat	ENSG00000130810	18389.0	0.97430191	
Panobinostat	ENSG00000130811	18388.0	0.97424893	
Panobinostat	ENSG00000130812	18387.0	0.97419594	
Panobinostat	ENSG00000130813	18386.0	0.97414296	
Panobinostat	ENSG00000130818	18385.0	0.97408997	
Panobinostat	ENSG00000130821	18384.0	0.97403698	
Panobinostat	ENSG00000130822	18383.0	0.973984	
Panobinostat	ENSG00000130827	18382.0	0.97393101	
Panobinostat	ENSG00000130829	18381.0	0.97387803	
Panobinostat	ENSG00000130830	18380.0	0.97382504	
Panobinostat	ENSG00000130844	18379.0	0.97377206	
Panobinostat	ENSG00000130856	18378.0	0.97371907	
